dataset_row,prompt_id,source,generator,protocol
703,family_0703,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
704,family_0704,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
705,family_0705,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
706,family_0706,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
707,family_0707,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
708,family_0708,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
709,family_0709,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
710,family_0710,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
711,family_0711,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
712,family_0712,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
713,family_0713,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
714,family_0714,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
715,family_0715,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
716,family_0716,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
717,family_0717,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
718,family_0718,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
719,family_0719,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
720,family_0720,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
721,family_0721,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
722,family_0722,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
723,family_0723,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
724,family_0724,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
725,family_0725,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
726,family_0726,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
727,family_0727,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
728,family_0728,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
729,family_0729,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
730,family_0730,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
731,family_0731,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
732,family_0732,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
733,family_0733,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
734,family_0734,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
735,family_0735,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
736,family_0736,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
737,family_0737,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
738,family_0738,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
739,family_0739,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
740,family_0740,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
741,family_0741,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
742,family_0742,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
743,family_0743,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
744,family_0744,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
745,family_0745,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
746,family_0746,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
747,family_0747,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
748,family_0748,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
749,family_0749,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
750,family_0750,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
751,family_0751,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
752,family_0752,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
753,family_0753,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
754,family_0754,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
755,family_0755,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
756,family_0756,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
757,family_0757,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
758,family_0758,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
759,family_0759,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
760,family_0760,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
761,family_0761,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
762,family_0762,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
763,family_0763,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
764,family_0764,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
765,family_0765,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
766,family_0766,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
767,family_0767,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
768,family_0768,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
769,family_0769,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
770,family_0770,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
771,family_0771,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
772,family_0772,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
773,family_0773,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
774,family_0774,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
775,family_0775,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
776,family_0776,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
777,family_0777,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
778,family_0778,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
779,family_0779,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
780,family_0780,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
781,family_0781,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
782,family_0782,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
783,family_0783,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
784,family_0784,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
785,family_0785,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
786,family_0786,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
787,family_0787,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
788,family_0788,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
789,family_0789,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
790,family_0790,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
791,family_0791,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
792,family_0792,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
793,family_0793,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
794,family_0794,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
795,family_0795,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
796,family_0796,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
797,family_0797,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
798,family_0798,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
799,family_0799,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
800,family_0800,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
801,family_0801,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
802,family_0802,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
803,family_0803,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
804,family_0804,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
805,family_0805,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
806,family_0806,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
807,family_0807,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
808,family_0808,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
809,family_0809,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
810,family_0810,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
811,family_0811,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
812,family_0812,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
813,family_0813,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
814,family_0814,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
815,family_0815,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
816,family_0816,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
817,family_0817,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
818,family_0818,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
819,family_0819,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
820,family_0820,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
821,family_0821,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
822,family_0822,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
823,family_0823,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
824,family_0824,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
825,family_0825,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
826,family_0826,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
827,family_0827,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
828,family_0828,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
829,family_0829,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
830,family_0830,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
831,family_0831,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
832,family_0832,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
833,family_0833,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
834,family_0834,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
835,family_0835,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
836,family_0836,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
837,family_0837,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
838,family_0838,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
839,family_0839,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
840,family_0840,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
841,family_0841,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
842,family_0842,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
843,family_0843,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
844,family_0844,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
845,family_0845,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
846,family_0846,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
847,family_0847,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
848,family_0848,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
849,family_0849,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
850,family_0850,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
851,family_0851,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
852,family_0852,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
853,family_0853,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
854,family_0854,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
855,family_0855,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
856,family_0856,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
857,family_0857,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
858,family_0858,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
859,family_0859,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
860,family_0860,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
861,family_0861,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
862,family_0862,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
863,family_0863,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
864,family_0864,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
865,family_0865,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
866,family_0866,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
867,family_0867,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
868,family_0868,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
869,family_0869,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
870,family_0870,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
871,family_0871,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
872,family_0872,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
873,family_0873,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
874,family_0874,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
875,family_0875,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
876,family_0876,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
877,family_0877,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
878,family_0878,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
879,family_0879,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
880,family_0880,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
881,family_0881,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
882,family_0882,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
883,family_0883,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
884,family_0884,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
885,family_0885,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
886,family_0886,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
887,family_0887,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
888,family_0888,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
889,family_0889,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
890,family_0890,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
891,family_0891,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
892,family_0892,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
893,family_0893,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
894,family_0894,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
895,family_0895,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
896,family_0896,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
897,family_0897,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
898,family_0898,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
899,family_0899,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
900,family_0900,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
901,family_0901,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
902,family_0902,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
903,family_0903,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
904,family_0904,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
905,family_0905,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
906,family_0906,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
907,family_0907,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
908,family_0908,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
909,family_0909,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
910,family_0910,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
911,family_0911,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
912,family_0912,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
913,family_0913,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
914,family_0914,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
915,family_0915,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
916,family_0916,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
917,family_0917,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
918,family_0918,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
919,family_0919,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
920,family_0920,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
921,family_0921,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
922,family_0922,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
923,family_0923,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
924,family_0924,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
925,family_0925,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
926,family_0926,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
927,family_0927,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
928,family_0928,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
929,family_0929,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
930,family_0930,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
931,family_0931,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
932,family_0932,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
933,family_0933,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
934,family_0934,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
935,family_0935,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
936,family_0936,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
937,family_0937,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
938,family_0938,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
939,family_0939,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
940,family_0940,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
941,family_0941,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
942,family_0942,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
943,family_0943,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
944,family_0944,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
945,family_0945,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
946,family_0946,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
947,family_0947,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
948,family_0948,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
949,family_0949,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
950,family_0950,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
951,family_0951,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
952,family_0952,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
953,family_0953,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
954,family_0954,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
955,family_0955,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
956,family_0956,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
957,family_0957,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
958,family_0958,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
959,family_0959,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
960,family_0960,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
961,family_0961,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
962,family_0962,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
963,family_0963,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
964,family_0964,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
965,family_0965,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
966,family_0966,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
967,family_0967,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
968,family_0968,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
969,family_0969,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
970,family_0970,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
971,family_0971,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
972,family_0972,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
973,family_0973,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
974,family_0974,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
975,family_0975,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
976,family_0976,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
977,family_0977,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
978,family_0978,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
979,family_0979,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
980,family_0980,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
981,family_0981,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
982,family_0982,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
983,family_0983,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
984,family_0984,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
985,family_0985,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
986,family_0986,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
987,family_0987,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
988,family_0988,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
989,family_0989,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
990,family_0990,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
991,family_0991,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
992,family_0992,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
993,family_0993,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
994,family_0994,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
995,family_0995,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
996,family_0996,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
997,family_0997,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
998,family_0998,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
999,family_0999,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
1000,family_1000,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
